name,mobile,email,password,taluka,district
Govind Vibhute,9233562211,govindvibhute2@nexora.in,farm123,Chopda,Jalgaon
Chhaya Fadnavis,7361225857,chhayafadnavis@nexora.in,farm123,Dhule,Dhule
Santosh Bhosale,8861228748,santoshbhosale@nexora.in,farm123,Paithan,Chhatrapati Sambhajinagar (Aurangabad)
Milind Adsul,6770743408,milindadsul@nexora.in,farm123,Basmath,Hingoli
Yamuna Naikwadi,6803089461,yamunanaikwadi@nexora.in,farm123,Umri,Nanded
Milind Ubale,9154477830,milindubale2@nexora.in,farm123,Murbad,Thane
Jyoti Naikwadi,9152550818,jyotinaikwadi@nexora.in,farm123,Ghansawangi,Jalna
Sarika Vibhute,8902064712,sarikavibhute@nexora.in,farm123,Shegaon,Buldhana
Baban Mane,8283013717,babanmane@nexora.in,farm123,Tuljapur,Dharashiv (Osmanabad)
Prashant Patil,7701002857,prashantpatil@nexora.in,farm123,Mokhada,Palghar
Usha Landge,9999823859,ushalandge@nexora.in,farm123,Goregaon,Gondia
Balasaheb Shinde,8642801474,balasahebshind2@nexora.in,farm123,Sinnar,Nashik
Jagdish Pardeshi,9614964309,jagdishpardesh@nexora.in,farm123,Navapur,Nandurbar
Ashok Hande,9896380593,ashokhande@nexora.in,farm123,Sinnar,Nashik
Rajesh Fadnavis,8944568080,rajeshfadnavis2@nexora.in,farm123,Gaganbawada,Kolhapur
Rajesh Kale,6696119388,rajeshkale@nexora.in,farm123,Balapur,Akola
Kamal Bhandare,8556508169,kamalbhandare@nexora.in,farm123,Chandur,Amravati
Dattatray Ghorpade,8093964907,dattatrayghorp@nexora.in,farm123,Basmath,Hingoli
Vandana Landge,8442069445,vandanalandge@nexora.in,farm123,Ulhasnagar,Thane
Shankar Satpute,8489490622,shankarsatpute2@nexora.in,farm123,Samudrapur,Wardha
Madhukar Joshi,9343177287,madhukarjoshi@nexora.in,farm123,Panhala,Kolhapur
Sopan Nikam,7814988353,sopannikam@nexora.in,farm123,Bhamragad,Gadchiroli
Pushpa Chavan,9358580295,pushpachavan@nexora.in,farm123,Kuhi,Nagpur
Vasudev Gadhave,7247075881,vasudevgadhave@nexora.in,farm123,Bhor,Pune
Vimal Lokhande,6865298631,vimallokhande@nexora.in,farm123,Arni,Yavatmal
Ashok Ohol,9151225961,ashokohol@nexora.in,farm123,Kankavli,Sindhudurg
Kalpana Randhawa,8937230226,kalpanarandhaw@nexora.in,farm123,Nagar,Ahilyanagar (Ahmednagar)
Bandu Sathe,9704852686,bandusathe@nexora.in,farm123,Sironcha,Gadchiroli
Mangesh Mhaske,8917814748,mangeshmhaske@nexora.in,farm123,Mulchera,Gadchiroli
Dnyaneshwar Lokhande,9983001150,dnyaneshwarlok@nexora.in,farm123,Kurla,Mumbai Suburban
Rupali Salunkhe,9972678660,rupalisalunkhe2@nexora.in,farm123,Gadhinglaj,Kolhapur
Kailas Chavan,6741037265,kailaschavan@nexora.in,farm123,Pandharpur,Solapur
Manisha Ghadge,7670199440,manishaghadge2@nexora.in,farm123,Ambarnath,Thane
Bharat Chavan,8869549424,bharatchavan@nexora.in,farm123,Colaba,Mumbai City
Manisha Ghadge,8487744502,manishaghadge@nexora.in,farm123,Solapur South,Solapur
Seema Adsul,8875334000,seemaadsul@nexora.in,farm123,Karjat,Ahilyanagar (Ahmednagar)
Rekha Naikwadi,9469760760,rekhanaikwadi@nexora.in,farm123,Devgad,Sindhudurg
Ganesh Deshmukh,7556526843,ganeshdeshmukh@nexora.in,farm123,Zari Jamani,Yavatmal
Sopan Nikam,9956953535,sopannikam2@nexora.in,farm123,Tasgaon,Sangli
Bharat Kale,7003795114,bharatkale@nexora.in,farm123,Arvi,Wardha
Sunita Fadnavis,9161959755,sunitafadnavis@nexora.in,farm123,Akola,Akola
Krushna Zaware,9515441995,krushnazaware@nexora.in,farm123,Talode,Nandurbar
Laxman Mhaske,9944139544,laxmanmhaske@nexora.in,farm123,Mohadi,Bhandara
Anand Gaikwad,8944535854,anandgaikwad@nexora.in,farm123,Loha,Nanded
Madhukar Rasal,6928226673,madhukarrasal@nexora.in,farm123,Karanja,Wardha
Tukaram Bhandare,8759546893,tukarambhandar@nexora.in,farm123,Manora,Washim
Sanjay Kale,6113200505,sanjaykale@nexora.in,farm123,Pathardi,Ahilyanagar (Ahmednagar)
Eknath Rasal,9828989815,eknathrasal@nexora.in,farm123,Akkalkuwa,Nandurbar
Sopan Ghadge,7888275713,sopanghadge@nexora.in,farm123,Mahabaleshwar,Satara
Rupali Damle,9399529689,rupalidamle@nexora.in,farm123,Andheri,Mumbai Suburban
Seema Fadnavis,9519432843,seemafadnavis@nexora.in,farm123,Sadak-Arjuni,Gondia
Snehal Rathod,7157239417,snehalrathod@nexora.in,farm123,Walwa,Sangli
Pooja Ohol,9251612472,poojaohol@nexora.in,farm123,Jalkot,Latur
Deepak Yadav,6742467894,deepakyadav@nexora.in,farm123,Khamgaon,Buldhana
Shrikant Wagh,9037031965,shrikantwagh2@nexora.in,farm123,Zari Jamani,Yavatmal
Lata Ubale,7862241539,lataubale@nexora.in,farm123,Shirur-Kasar,Beed
Gopichand Wagh,6045596664,gopichandwagh@nexora.in,farm123,Miraj,Sangli
Anil Bansode,9787251878,anilbansode2@nexora.in,farm123,Pauni,Bhandara
Meera Randhawa,8366391179,meerarandhawa@nexora.in,farm123,Nandura,Buldhana
Kalpana Zende,9390343797,kalpanazende@nexora.in,farm123,Korchi,Gadchiroli
Kavita Chavhan,8843696872,kavitachavhan@nexora.in,farm123,Washim,Washim
Shobha Ghule,6959966274,shobhaghule@nexora.in,farm123,Aurangabad,Chhatrapati Sambhajinagar (Aurangabad)
Ashok Pardeshi,8143787114,ashokpardeshi@nexora.in,farm123,Shirur,Pune
Ashok Chavan,6432653185,ashokchavan@nexora.in,farm123,Solapur North,Solapur
Balasaheb Ghorpade,6063060789,balasahebghorp@nexora.in,farm123,Korchi,Gadchiroli
Sushila Mahajan,6818446158,sushilamahajan3@nexora.in,farm123,Sindkheda,Dhule
Milind Gaikwad,8887045655,milindgaikwad@nexora.in,farm123,Risod,Washim
Umesh Bhosale,6007126242,umeshbhosale@nexora.in,farm123,Purna,Parbhani
Rahul Kale,7133925399,rahulkale@nexora.in,farm123,Pombhurna,Chandrapur
Yamuna Sathe,8147733717,yamunasathe@nexora.in,farm123,Ulhasnagar,Thane
Vijay Ghorpade,6180255762,vijayghorpade@nexora.in,farm123,Dhamangaon,Amravati
Sarika Ubhe,7056518816,sarikaubhe@nexora.in,farm123,Aundha Nagnath,Hingoli
Meera Hiwale,6855358758,meerahiwale@nexora.in,farm123,Niphad,Nashik
Suresh Hande,9756794010,sureshhande@nexora.in,farm123,Partur,Jalna
Madhuri More,6710853124,madhurimore2@nexora.in,farm123,Deglur,Nanded
Uttam Pawar,9819749503,uttampawar@nexora.in,farm123,Salekasa,Gondia
Eknath Adsul,8523048329,eknathadsul@nexora.in,farm123,Mohadi,Bhandara
Kiran Randhawa,9876157689,kiranrandhawa@nexora.in,farm123,Lanja,Ratnagiri
Rupali Tupe,7442647548,rupalitupe@nexora.in,farm123,Barshi,Solapur
Dilip Nikam,6767040440,dilipnikam@nexora.in,farm123,Sangameshwar,Ratnagiri
Archana Bhosale,7039067711,archanabhosale@nexora.in,farm123,Maval,Pune
Swati Rathod,6014411743,swatirathod@nexora.in,farm123,Sadak-Arjuni,Gondia
Krushna Kulkarni,9023899365,krushnakulkarn@nexora.in,farm123,Korpana,Chandrapur
Kiran Tupe,8035696406,kirantupe@nexora.in,farm123,Ambarnath,Thane
Archana Borate,8706795188,archanaborate@nexora.in,farm123,Pune City,Pune
Baban Rathod,8170492826,babanrathod@nexora.in,farm123,Navapur,Nandurbar
Ganesh Dabhade,6579278527,ganeshdabhade@nexora.in,farm123,Balapur,Akola
Prashant Waghmare,9105504639,prashantwaghma2@nexora.in,farm123,Navapur,Nandurbar
Santosh Zaware,6578989049,santoshzaware@nexora.in,farm123,Yavatmal,Yavatmal
Jyoti Ghule,6867222326,jyotighule@nexora.in,farm123,Pathardi,Ahilyanagar (Ahmednagar)
Usha Shelke,8312126520,ushashelke@nexora.in,farm123,Dodamarg,Sindhudurg
Vasudev Shelke,6115530659,vasudevshelke@nexora.in,farm123,Barshitakli,Akola
Bharat Joshi,6028160536,bharatjoshi@nexora.in,farm123,Sindkhed Raja,Buldhana
Anil Nikam,8672207313,anilnikam@nexora.in,farm123,Malwan,Sindhudurg
Vasant Patil,7859424663,vasantpatil@nexora.in,farm123,Chikhaldara,Amravati
Anand Shinde,6863843987,anandshinde@nexora.in,farm123,Vaibhavwadi,Sindhudurg
Deepak Kulkarni,8246080504,deepakkulkarni2@nexora.in,farm123,Parel,Mumbai City
Zaheer Bhandare,9050843618,zaheerbhandare@nexora.in,farm123,Patoda,Beed
Popat Mane,9898320035,popatmane@nexora.in,farm123,Jalna,Jalna
Kavita Adsul,7917311571,kavitaadsul2@nexora.in,farm123,Parola,Jalgaon
Keshav Deshmukh,7421390982,keshavdeshmukh@nexora.in,farm123,Khanapur,Sangli
Tanaji Chavan,7899384666,tanajichavan@nexora.in,farm123,Sakri,Dhule
Tanaji Ohol,6034663370,tanajiohol@nexora.in,farm123,Dodamarg,Sindhudurg
Umesh Vhatkar,7579724748,umeshvhatkar@nexora.in,farm123,Palam,Parbhani
Prashant Nikam,6332084737,prashantnikam@nexora.in,farm123,Nagbhid,Chandrapur
Rupali Adsul,8927052665,rupaliadsul@nexora.in,farm123,Goregaon,Gondia
Prashant Chavan,8533935454,prashantchavan@nexora.in,farm123,Sindkheda,Dhule
Mangal Chavan,8775109410,mangalchavan@nexora.in,farm123,Lakhandur,Bhandara
Yamuna Rane,6356888671,yamunarane@nexora.in,farm123,Muktainagar,Jalgaon
Chandrakant Ghorpade,7540152953,chandrakantgho@nexora.in,farm123,Sironcha,Gadchiroli
Rajesh Zende,8444530279,rajeshzende@nexora.in,farm123,Sangamner,Ahilyanagar (Ahmednagar)
Suresh Bhagat,8576790051,sureshbhagat@nexora.in,farm123,Soegaon,Chhatrapati Sambhajinagar (Aurangabad)
Mangesh Borate,7651591089,mangeshborate@nexora.in,farm123,Washi,Dharashiv (Osmanabad)
Sindhu Pardeshi,9425595872,sindhupardeshi@nexora.in,farm123,Barshi,Solapur
Uttam Zaware,6327325209,uttamzaware@nexora.in,farm123,Kavathemahankal,Sangli
Swati Jagtap,6969802897,swatijagtap@nexora.in,farm123,Dhadgaon,Nandurbar
Neelam Jare,8478972788,neelamjare@nexora.in,farm123,Satara,Satara
Vijay Tupe,6102692779,vijaytupe@nexora.in,farm123,Tiosa,Amravati
Manisha Rathod,8481682415,manisharathod@nexora.in,farm123,Shevgaon,Ahilyanagar (Ahmednagar)
Balasaheb Hande,9512528892,balasahebhande@nexora.in,farm123,Fort,Mumbai City
Namdev Fadnavis,7950673864,namdevfadnavis@nexora.in,farm123,Parli,Beed
Gopichand Nikam,9563252783,gopichandnikam@nexora.in,farm123,Mukhed,Nanded
Kalpana Patil,8474217294,kalpanapatil@nexora.in,farm123,Dhamangaon,Amravati
Lata Rathod,7504273791,latarathod@nexora.in,farm123,Solapur North,Solapur
Narayan Gaikwad,7440092824,narayangaikwad@nexora.in,farm123,Sakri,Dhule
Vandana Salunkhe,9838438311,vandanasalunkh@nexora.in,farm123,Gondia,Gondia
Nanda Ghule,8267952184,nandaghule@nexora.in,farm123,Bhor,Pune
Ramchandra Deshmukh,6439133139,ramchandradesh@nexora.in,farm123,Ulhasnagar,Thane
Santosh Pardeshi,9909213512,santoshpardesh@nexora.in,farm123,Latur,Latur
Sunita Yadav,6467844399,sunitayadav@nexora.in,farm123,Manora,Washim
Bapurao Khedkar,8544352071,bapuraokhedkar@nexora.in,farm123,Paranda,Dharashiv (Osmanabad)
Baburao Kachare,8560595188,baburaokachare@nexora.in,farm123,Mahagaon,Yavatmal
Mangal Zaware,6105882298,mangalzaware@nexora.in,farm123,Shrivardhan,Raigad
Pravin Zaware,8102037195,pravinzaware@nexora.in,farm123,Kalameshwar,Nagpur
Sopan Vibhute,8206204953,sopanvibhute@nexora.in,farm123,Chiplun,Ratnagiri
Sadashiv Bansode,8589314524,sadashivbansod@nexora.in,farm123,Kankavli,Sindhudurg
Keshav Satpute,9530669669,keshavsatpute@nexora.in,farm123,Naigaon,Nanded
Zaheer Vibhute,8889252440,zaheervibhute@nexora.in,farm123,Mokhada,Palghar
Bhausaheb Mhaske,7708883223,bhausahebmhask2@nexora.in,farm123,Alibag,Raigad
Manohar Borate,7507835000,manoharborate@nexora.in,farm123,Karanja,Wardha
Bhausaheb Chougule,9005116346,bhausahebchoug2@nexora.in,farm123,Akot,Akola
Santosh Chougule,7034408770,santoshchougul@nexora.in,farm123,Kankavli,Sindhudurg
Arun Randhawa,7483811371,arunrandhawa@nexora.in,farm123,Bhor,Pune
Dattatray Fadnavis,9810152971,dattatrayfadna@nexora.in,farm123,Devgad,Sindhudurg
