name,mobile,email,password,taluka,district,companyName
Sunita Randhawa,6604934130,digvijayagrotrad2@nexora.in,buy123,Colaba,Mumbai City,Digvijay Agro Trading Co.
Bharat Joshi,8757601710,sahyadrisugarfac@nexora.in,buy123,Bhum,Dharashiv (Osmanabad),Sahyadri Sugar Factory
Vinod Lokhande,9646780508,bhagwancottontra2@nexora.in,buy123,Akola,Akola,Bhagwan Cotton Traders
Mangesh Lokhande,6480019484,ekviracottonmill@nexora.in,buy123,Jalgaon,Jalgaon,Ekvira Cotton Mills Ltd
Gopichand Shinde,8598773033,nirafruitexports@nexora.in,buy123,Rahuri,Ahilyanagar (Ahmednagar),Nira Fruit Exports Pvt Ltd
Neelam Nikam,8459199817,sanmanmishtanbha@nexora.in,buy123,Ambad,Jalna,Sanman Mishtan Bhandar
Deepak Chougule,8324630787,amrutcottonginni2@nexora.in,buy123,Barshitakli,Akola,Amrut Cotton Ginning & Pressing
Jyoti Sathe,6885057777,rushikeshcottont@nexora.in,buy123,Seloo,Wardha,Rushikesh Cotton Traders
Yogesh Bhandare,9592869788,aishwaryaagrotec@nexora.in,buy123,Borivali,Mumbai Suburban,Aishwarya AgroTech Pvt Ltd
Milind Deshmukh,7254426933,saisantratraders@nexora.in,buy123,Kuhi,Nagpur,Sai Santra Traders
Gopal Suryawanshi,8762726905,rushikeshcoopera2@nexora.in,buy123,Gaganbawada,Kolhapur,Rushikesh Cooperative Sugar Karkhana
Jyoti Bhosale,6885113115,shrishtisugarmil@nexora.in,buy123,Junnar,Pune,Shrishti Sugar Mills Ltd
Pravin Gaikwad,6375465840,balajisugarspvtl2@nexora.in,buy123,Gadhinglaj,Kolhapur,Balaji Sugars Pvt Ltd
Vasant Pawar,9538185734,godavarifreshgra@nexora.in,buy123,Kalwan,Nashik,Godavari Fresh Grapes Exports
Rajendra Mahajan,9046121217,waranafoodgrains@nexora.in,buy123,Malshiras,Solapur,Warana Foodgrains Pvt Ltd
Anjali Mane,7388990787,mularicetradersp@nexora.in,buy123,Tumsar,Bhandara,Mula Rice Traders Pvt Ltd
Sarika Sable,9192318779,ajinkyacottonmil@nexora.in,buy123,Loha,Nanded,Ajinkya Cotton Mills Ltd
Hanumant Dhumal,7076862404,girnarfruitexpor@nexora.in,buy123,Jamkhed,Ahilyanagar (Ahmednagar),Girnar Fruit Exports Pvt Ltd
Neelam Rane,7380141269,sanmanagrotradin@nexora.in,buy123,Byculla,Mumbai City,Sanman Agro Trading Co.
Rupali Randhawa,9913194275,harihareshwarcot2@nexora.in,buy123,Kandhar,Nanded,Harihareshwar Cotton Traders
Anjali Dhumal,9695630985,samruddhisoybean@nexora.in,buy123,Basmath,Hingoli,Samruddhi Soybean Traders
Santosh Zaware,8654537473,samratseafoodexp@nexora.in,buy123,Kankavli,Sindhudurg,Samrat Seafood Exports Co.
Sanjay Gaikwad,9442766853,saisoyaprocessor@nexora.in,buy123,Jalkot,Latur,Sai Soya Processors
Nitin Zaware,8014550419,sinhagadcottongi@nexora.in,buy123,Navapur,Nandurbar,Sinhagad Cotton Ginning & Pressing
Sarika Khedkar,9538865908,jankalyancottont3@nexora.in,buy123,Sindkhed Raja,Buldhana,Jankalyan Cotton Traders
Dattatray Jadhav,8118231476,ajinkyacoconuttr@nexora.in,buy123,Pen,Raigad,Ajinkya Coconut Traders
Kalpana Kale,8034980551,saifreshvegetabl@nexora.in,buy123,Ambarnath,Thane,Sai Fresh Vegetable Traders
Chandrakant Deshmukh,6384324384,vijaydurgoilmill2@nexora.in,buy123,Nandura,Buldhana,Vijaydurg Oil Mills Pvt Ltd
Manohar Randhawa,9111148170,sarthitenduleave@nexora.in,buy123,Gadchiroli,Gadchiroli,Sarthi Tendu Leaves Co.
Ajit Chavan,8803308239,chandrasuparitra@nexora.in,buy123,Kankavli,Sindhudurg,Chandra Supari Traders
Archana Gaikwad,6168493407,sarthifoodsexpor@nexora.in,buy123,Dadar,Mumbai City,Sarthi Foods & Exports Pvt Ltd
Ramesh Pawar,9021373221,kalikasugarfacto@nexora.in,buy123,Washi,Dharashiv (Osmanabad),Kalika Sugar Factory
Manohar Mane,6790423033,ashirwadraisintr@nexora.in,buy123,Palus,Sangli,Ashirwad Raisin Traders
Vinod Solanke,9382183167,karhacottontrade@nexora.in,buy123,Ghatanji,Yavatmal,Karha Cotton Traders
Shivaji Pawar,7983751822,vishwascottonmil@nexora.in,buy123,Sengaon,Hingoli,Vishwas Cotton Mills Ltd
Shobha Kale,8919066967,vijayspicetrader@nexora.in,buy123,Purna,Parbhani,Vijay Spice Traders
Baburao Nikam,7808757735,jaihindcottontra@nexora.in,buy123,Karanja,Wardha,Jaihind Cotton Traders
Nitin Rane,7188363505,waranaturmericpr@nexora.in,buy123,Hingoli,Hingoli,Warana Turmeric Processing Co.
Vandana Thorat,6935260647,waranasoyaproces2@nexora.in,buy123,Umarga,Dharashiv (Osmanabad),Warana Soya Processors
Sarika Yadav,6270711228,tapisahakarisakh@nexora.in,buy123,Pune City,Pune,Tapi Sahakari Sakhar Karkhana
Meera Bhandare,7699090243,konkanvineyards@nexora.in,buy123,Haveli,Pune,Konkan Vineyards
Pooja Kale,7719826531,mulafreshvegetab@nexora.in,buy123,Kalyan,Thane,Mula Fresh Vegetable Traders
Balasaheb Damle,8151575012,panchvatiagrotra2@nexora.in,buy123,Fort,Mumbai City,Panchvati Agro Trading Co.
Sarika Jagtap,6231279030,vinayakfisheries@nexora.in,buy123,Poladpur,Raigad,Vinayak Fisheries Pvt Ltd
Dattatray Vhatkar,7464184599,bhairavnathcotto@nexora.in,buy123,Kandhar,Nanded,Bhairavnath Cotton Ginning & Pressing
Sanjay Takawale,7003521088,harihareshwarcot4@nexora.in,buy123,Vaijapur,Chhatrapati Sambhajinagar (Aurangabad),Harihareshwar Cotton Ginning & Pressing
Ravindra Randhawa,7591359370,godavariricetrad@nexora.in,buy123,Murud,Raigad,Godavari Rice Traders Pvt Ltd
Prashant Fadnavis,8170744427,kundaagriseedsco@nexora.in,buy123,Jafrabad,Jalna,Kunda Agri Seeds Co.
Sopan Takawale,7391155408,waingangaalphons@nexora.in,buy123,Vada,Palghar,Wainganga Alphonso Exports
Chandrakant More,6105481367,vijayhaldiudyog@nexora.in,buy123,Hingoli,Hingoli,Vijay Haldi Udyog
Anita Deshmukh,8440852016,adarshfoodgrains@nexora.in,buy123,Lakhandur,Bhandara,Adarsh Foodgrains Pvt Ltd
Ashok Solanke,7927820010,anjalifruittrade@nexora.in,buy123,Erandol,Jalgaon,Anjali Fruit Traders Pvt Ltd
Rajendra Sable,7886241209,deccanagrofoodsp@nexora.in,buy123,Sindkheda,Dhule,Deccan Agro Foods Pvt Ltd
Tanaji Chavan,6465697772,annapurnakajuudy@nexora.in,buy123,Malwan,Sindhudurg,Annapurna Kaju Udyog
Rupali Borate,6325159720,sinhagadtextiles@nexora.in,buy123,Samudrapur,Wardha,Sinhagad Textiles Pvt Ltd
Yogesh Lokhande,9551451808,jaihindcottontra2@nexora.in,buy123,Motala,Buldhana,Jaihind Cotton Traders
Gopal Vhatkar,9228940235,priyaricemills@nexora.in,buy123,Pombhurna,Chandrapur,Priya Rice Mills
Namdev Yadav,8346832388,digvijaysoyaproc@nexora.in,buy123,Ausa,Latur,Digvijay Soya Processors
Popat Chougule,8670808879,adarshfruittrade2@nexora.in,buy123,Jawhar,Palghar,Adarsh Fruit Traders Pvt Ltd
Prakash Suryawanshi,7597620764,lokmangalkokumpr@nexora.in,buy123,Vengurla,Sindhudurg,Lokmangal Kokum Processing Co.
Suresh Lokhande,9573689370,bhogawaticottong@nexora.in,buy123,Mukhed,Nanded,Bhogawati Cotton Ginning & Pressing
Suresh Bhandare,8440809489,chhatrapatisoybe2@nexora.in,buy123,Patur,Akola,Chhatrapati Soybean Traders
Santosh Bhandare,6586492083,krishnaricetrade@nexora.in,buy123,Shrivardhan,Raigad,Krishna Rice Traders Pvt Ltd
Tanaji Shelke,9379743724,ghodbedanaexport@nexora.in,buy123,Khanapur,Sangli,Ghod Bedana Exports Pvt Ltd
Popat Khedkar,7277774377,sarthiricetrader2@nexora.in,buy123,Vada,Palghar,Sarthi Rice Traders Pvt Ltd
Vandana Chougule,8071374499,vijaysitaphaltra@nexora.in,buy123,Kaij,Beed,Vijay Sitaphal Traders
Amol Shinde,7650420174,rajendrafreshveg@nexora.in,buy123,Junnar,Pune,Rajendra Fresh Vegetable Traders
Rahul Kale,8418817354,girnaralphonsoex@nexora.in,buy123,Guhagar,Ratnagiri,Girnar Alphonso Exports
Dattatray Takawale,7227610773,suvarnasoyaproce@nexora.in,buy123,Ner,Yavatmal,Suvarna Soya Processors
Rekha Vhatkar,6004255784,vijaydurgsugarfa@nexora.in,buy123,Khuldabad,Chhatrapati Sambhajinagar (Aurangabad),Vijaydurg Sugar Factory
Rajesh Powar,9165176446,jaihindsugarfact@nexora.in,buy123,Patoda,Beed,Jaihind Sugar Factory
Tanaji Hande,6952403411,jankalyantextile@nexora.in,buy123,Telhara,Akola,Jankalyan Textiles Pvt Ltd
Shrikant Deshpande,9350853370,kaverisoybeantra@nexora.in,buy123,Mudkhed,Nanded,Kaveri Soybean Traders
Bapurao Mahajan,7906347522,sinhagadcottontr@nexora.in,buy123,Mantha,Jalna,Sinhagad Cotton Traders
Shobha Wagh,7064112881,shivshaktioilmil@nexora.in,buy123,Washim,Washim,Shivshakti Oil Mills Pvt Ltd
Ramesh Damle,8205933296,kundasunflowertr@nexora.in,buy123,Majalgaon,Beed,Kunda Sunflower Traders
Anjali Lokhande,8102353696,rajgadmishtanbha@nexora.in,buy123,Gangapur,Chhatrapati Sambhajinagar (Aurangabad),Rajgad Mishtan Bhandar
Suresh Rane,8524715771,renukasantratrad@nexora.in,buy123,Narkhed,Nagpur,Renuka Santra Traders
Sanjay Solanke,7964072086,ramrajafoodgrain@nexora.in,buy123,Bhandara,Bhandara,Ramraja Foodgrains Pvt Ltd
Vishal Ghadge,6448622833,rushikeshsoybean@nexora.in,buy123,Tuljapur,Dharashiv (Osmanabad),Rushikesh Soybean Traders
Tanaji Borate,6938180152,ashirwadricetrad@nexora.in,buy123,Pombhurna,Chandrapur,Ashirwad Rice Traders Pvt Ltd
Pravin Gadhave,9555298560,mangalmurtifores@nexora.in,buy123,Armori,Gadchiroli,Mangalmurti Forest Produce Traders
Madhuri Sathe,8437065407,sanmantextilespv@nexora.in,buy123,Darwha,Yavatmal,Sanman Textiles Pvt Ltd
Seema Kadam,9534381124,samruddhisoybean2@nexora.in,buy123,Aundha Nagnath,Hingoli,Samruddhi Soybean Traders
Madhuri Pawar,7289131248,shreeturmericpro@nexora.in,buy123,Hingoli,Hingoli,Shree Turmeric Processing Co.
Sopan Kadam,7689799490,vijaydurgkandavy@nexora.in,buy123,Nandgaon,Nashik,Vijaydurg Kanda Vyapari Sangh
Dattatray Vhatkar,6487740000,nutanorangeproce@nexora.in,buy123,Anjangaon-Surji,Amravati,Nutan Orange Processing Co.
Mangesh Gadhave,8214558883,konkanfruitexpor@nexora.in,buy123,Georai,Beed,Konkan Fruit Exports Pvt Ltd
Anjali Randhawa,6804085604,karhatextilespvt@nexora.in,buy123,Shegaon,Buldhana,Karha Textiles Pvt Ltd
Manohar Mahajan,6180918748,bhimatextilespvt@nexora.in,buy123,Mul,Chandrapur,Bhima Textiles Pvt Ltd
Nanda Gawali,8111573717,tirupatiturmeric@nexora.in,buy123,Panhala,Kolhapur,Tirupati Turmeric Processing Co.
Amol Pawar,6405296861,priyacoconuttrad@nexora.in,buy123,Poladpur,Raigad,Priya Coconut Traders
Vandana Pawar,9066054314,rajendraricemill@nexora.in,buy123,Bhandara,Bhandara,Rajendra Rice Mills
Raghunath Gawali,6427472354,jankalyancottong@nexora.in,buy123,Anjangaon-Surji,Amravati,Jankalyan Cotton Ginning & Pressing
Milind Khedkar,8318192008,pragatiagrotechp@nexora.in,buy123,Borivali,Mumbai Suburban,Pragati AgroTech Pvt Ltd
Deepak Powar,7100935875,mangalmurtispice@nexora.in,buy123,Basmath,Hingoli,Mangalmurti Spice Traders
Balasaheb Kulkarni,6991379425,kedareshwarcoope2@nexora.in,buy123,Shirur,Pune,Kedareshwar Cooperative Sugar Karkhana
Archana Mane,7757972447,bhogawatitextile3@nexora.in,buy123,Ambad,Jalna,Bhogawati Textiles Pvt Ltd
Bapurao Deshpande,8792780410,malhartextilespv@nexora.in,buy123,Sakri,Dhule,Malhar Textiles Pvt Ltd
Rupali Deshmukh,8973364669,godavarivalleyfo3@nexora.in,buy123,Panvel,Raigad,Godavari Valley Foodgrains Pvt Ltd
Gopichand Vhatkar,8879566066,nutanricetraders@nexora.in,buy123,Aheri,Gadchiroli,Nutan Rice Traders Pvt Ltd
Vishal Khedkar,8771081474,tapicottonmillsl2@nexora.in,buy123,Wardha,Wardha,Tapi Cotton Mills Ltd
Dilip Chougule,9578437977,renukasoybeantra@nexora.in,buy123,Amravati,Amravati,Renuka Soybean Traders
Gopichand Lokhande,9309128428,pravaragrainstra@nexora.in,buy123,Karmala,Solapur,Pravara Grains Traders
Rajesh Bhosale,7794569825,bhagwancottontra@nexora.in,buy123,Digras,Yavatmal,Bhagwan Cotton Traders
Amol Vhatkar,9062316148,kisanricetraders@nexora.in,buy123,Bhadravati,Chandrapur,Kisan Rice Traders Pvt Ltd
Dattatray Hande,7626367081,mahindrafreshveg2@nexora.in,buy123,Indapur,Pune,Mahindra Fresh Vegetable Traders
Ganesh Mane,9022038482,shubhamcooperati@nexora.in,buy123,Mahabaleshwar,Satara,Shubham Cooperative Sugar Karkhana
Gopal Thorat,8807458891,samruddhisantrat@nexora.in,buy123,Bhiwapur,Nagpur,Samruddhi Santra Traders
Kavita Hande,7092269459,navnathspicetrad@nexora.in,buy123,Shirol,Kolhapur,Navnath Spice Traders
Ravindra Nalawade,9040501044,ganrajsugarfacto@nexora.in,buy123,Maval,Pune,Ganraj Sugar Factory
Mahendra Holkar,7476020409,shreeramdalmills@nexora.in,buy123,Udgir,Latur,Shreeram Dal Mills
Rajesh Mahajan,9209597020,lokmangalagroind@nexora.in,buy123,Latur,Latur,Lokmangal Agro Industries
Suresh Nikam,6595154853,pravararicetrade@nexora.in,buy123,Saoli,Chandrapur,Pravara Rice Traders Pvt Ltd
Bapurao Damle,9566402645,shreefoodgrainsp@nexora.in,buy123,Pauni,Bhandara,Shree Foodgrains Pvt Ltd
Shobha Chavan,6611213133,kavericottonginn2@nexora.in,buy123,Chikhli,Buldhana,Kaveri Cotton Ginning & Pressing
Deepak Chougule,8597053395,pavanasunflowert@nexora.in,buy123,Ashti,Beed,Pavana Sunflower Traders
Anand Vhatkar,9895392315,kedareshwarsoybe@nexora.in,buy123,Ahmedpur,Latur,Kedareshwar Soybean Traders
Dilip Sable,9325468232,indrayanisoyapro2@nexora.in,buy123,Deoni,Latur,Indrayani Soya Processors
Kiran Jadhav,6875187568,panchgangaforest@nexora.in,buy123,Mulchera,Gadchiroli,Panchganga Forest Produce Traders
Kalpana Gaikwad,7997682019,navjeevanbedanae@nexora.in,buy123,Palus,Sangli,Navjeevan Bedana Exports Pvt Ltd
Gopal Jagtap,8261149131,nilkanthoniontra@nexora.in,buy123,Chandwad,Nashik,Nilkanth Onion Traders
Santosh Vhatkar,8460646658,vinayakricetrade2@nexora.in,buy123,Sakoli,Bhandara,Vinayak Rice Traders Pvt Ltd
Balasaheb Patil,7834583568,jaihindfruitpres@nexora.in,buy123,Wai,Satara,Jaihind Fruit Preserves Co.
Dilip Solanke,6629304802,kundawinespvtltd@nexora.in,buy123,Pandharpur,Solapur,Kunda Wines Pvt Ltd
Archana Bhandare,6938335299,tuljabhavanihald@nexora.in,buy123,Aundha Nagnath,Hingoli,Tulja Bhavani Haldi Udyog
Eknath Zaware,9375715751,pravarafoodgrain2@nexora.in,buy123,Gondia,Gondia,Pravara Foodgrains Pvt Ltd
Jyoti Salunkhe,7652736647,tapikelavyapari@nexora.in,buy123,Bhusawal,Jalgaon,Tapi Kela Vyapari
Sunil Bhandare,9666176031,girnarcashewexpo@nexora.in,buy123,Lanja,Ratnagiri,Girnar Cashew Exports Pvt Ltd
Sachin Joshi,6858369492,anjalikelavyapar@nexora.in,buy123,Yawal,Jalgaon,Anjali Kela Vyapari
Shobha Powar,6223925856,ghodsugarmillslt2@nexora.in,buy123,Solapur North,Solapur,Ghod Sugar Mills Ltd
Vijay Rathod,8846084241,sahakarseedspvtl@nexora.in,buy123,Partur,Jalna,Sahakar Seeds Pvt Ltd
Ganesh Deshpande,6270493720,vishwassantratra@nexora.in,buy123,Daryapur,Amravati,Vishwas Santra Traders
Vandana Nalawade,6465931332,vinayakagroexpor2@nexora.in,buy123,Khandala,Satara,Vinayak Agro Exports Pvt Ltd
Gopal More,6250349971,shrishtiorangepr@nexora.in,buy123,Nagpur Rural,Nagpur,Shrishti Orange Processing Co.
Suresh Damle,9306907084,ektawinespvtltd@nexora.in,buy123,Barshi,Solapur,Ekta Wines Pvt Ltd
Vijay Zaware,7553556064,waingangasoybean2@nexora.in,buy123,Sonpeth,Parbhani,Wainganga Soybean Traders
Yogesh Lokhande,9626908616,marathacottontra@nexora.in,buy123,Bhiwapur,Nagpur,Maratha Cotton Traders
Anita Sable,8274947036,sanmankelavyapar@nexora.in,buy123,Navapur,Nandurbar,Sanman Kela Vyapari
Baburao Kulkarni,6099768175,yashwantoilmills@nexora.in,buy123,Mangrulpir,Washim,Yashwant Oil Mills Pvt Ltd
Neelam Gadhave,8415665492,vinayakseafoodex@nexora.in,buy123,Khalapur,Raigad,Vinayak Seafood Exports Co.
Ravindra Chougule,8716307179,godavarioilmills2@nexora.in,buy123,Telhara,Akola,Godavari Oil Mills Pvt Ltd
Shivaji Sathe,7958745301,sahyadrifoodsexp@nexora.in,buy123,Byculla,Mumbai City,Sahyadri Foods & Exports Pvt Ltd
Seema Rane,7627312800,pavanacottonmill@nexora.in,buy123,Risod,Washim,Pavana Cotton Mills Ltd
Shrikant Chougule,9398275702,mangalmurtisugar@nexora.in,buy123,Bhudargad,Kolhapur,Mangalmurti Sugar Mills Ltd
Ajit Rathod,8718409529,jagdambaberryfoo@nexora.in,buy123,Satara,Satara,Jagdamba Berry Foods Pvt Ltd
Popat Ghadge,7076561816,sinhagadcottonmi2@nexora.in,buy123,Bhokardan,Jalna,Sinhagad Cotton Mills Ltd
Rajesh Yadav,6830940924,ajinkyaagriseeds@nexora.in,buy123,Mantha,Jalna,Ajinkya Agri Seeds Co.
Deepak Jagtap,9743896800,laxmicooperative@nexora.in,buy123,Nagar,Ahilyanagar (Ahmednagar),Laxmi Cooperative Sugar Karkhana
Dilip Takawale,8189280746,kalikasugarmills@nexora.in,buy123,Jat,Sangli,Kalika Sugar Mills Ltd
Archana Kadam,8235979118,amrutaorangeproc@nexora.in,buy123,Kamptee,Nagpur,Amruta Orange Processing Co.
Rahul Yadav,8220373431,bhagwancooperati@nexora.in,buy123,Junnar,Pune,Bhagwan Cooperative Sugar Karkhana
Prakash Deshpande,7451792056,navjeevansoyapro@nexora.in,buy123,Chakur,Latur,Navjeevan Soya Processors
Raghunath Lokhande,6637189814,shubhambetelnute@nexora.in,buy123,Shrivardhan,Raigad,Shubham Betelnut Exports
Anjali Shelke,9990088246,waranasantratrad@nexora.in,buy123,Umred,Nagpur,Warana Santra Traders
Rekha Deshmukh,8707198368,amrutricetraders@nexora.in,buy123,Ambarnath,Thane,Amrut Rice Traders Pvt Ltd
Ramesh Patil,9737972761,rajmatabananaexp@nexora.in,buy123,Jalgaon,Jalgaon,Rajmata Banana Exports
Santosh Suryawanshi,8527705458,yashwantcottontr2@nexora.in,buy123,Phulambri,Chhatrapati Sambhajinagar (Aurangabad),Yashwant Cotton Traders
Ramesh Sable,8321613036,ghoddalmills@nexora.in,buy123,Renapur,Latur,Ghod Dal Mills
Anita Powar,6444937830,sinnarvineyards@nexora.in,buy123,Jat,Sangli,Sinnar Vineyards
Sachin Pawar,8943120062,saraswaticottong@nexora.in,buy123,Kalamb,Yavatmal,Saraswati Cotton Ginning & Pressing
Suresh Vhatkar,9234599150,bhogawaticoopera@nexora.in,buy123,Kalamb,Dharashiv (Osmanabad),Bhogawati Cooperative Sugar Karkhana
Ashok Deshmukh,7038437932,amrutgulbhandar@nexora.in,buy123,Bhudargad,Kolhapur,Amrut Gul Bhandar
Vishal Rane,7882478878,mulamuthacottong@nexora.in,buy123,Buldhana,Buldhana,Mula-Mutha Cotton Ginning & Pressing
Kiran Deshmukh,6913274231,kedareshwarfruit@nexora.in,buy123,Erandol,Jalgaon,Kedareshwar Fruit Traders Pvt Ltd
Rekha Deshpande,9170763186,digvijaycottongi@nexora.in,buy123,Digras,Yavatmal,Digvijay Cotton Ginning & Pressing
Vishal Wagh,8255885871,saiforestproduce@nexora.in,buy123,Saoli,Chandrapur,Sai Forest Produce Traders
Sachin Mane,7307515712,ganrajcitrusexpo@nexora.in,buy123,Ashti,Wardha,Ganraj Citrus Exports Pvt Ltd
Hanumant Hande,7684927581,uttamagroexports@nexora.in,buy123,Ambarnath,Thane,Uttam Agro Exports Pvt Ltd
Santosh Suryawanshi,7854554487,renukatextilespv@nexora.in,buy123,Khamgaon,Buldhana,Renuka Textiles Pvt Ltd
Ajit Salunkhe,9208896030,tapicottonmillsl5@nexora.in,buy123,Chandurbazar,Amravati,Tapi Cotton Mills Ltd
Sunita Sathe,6318534404,prithvirajoilmil@nexora.in,buy123,Lohara,Dharashiv (Osmanabad),Prithviraj Oil Mills Pvt Ltd
Sunil Deshmukh,6607764839,vijayfruittrader@nexora.in,buy123,Akkalkuwa,Nandurbar,Vijay Fruit Traders Pvt Ltd
Nanda Ghorpade,8569688280,krishnavalleyfoo@nexora.in,buy123,Thane,Thane,Krishna Valley Foodgrains Pvt Ltd
Rekha Takawale,6431668042,deccanagrotradin@nexora.in,buy123,Colaba,Mumbai City,Deccan Agro Trading Co.
Namdev Ghorpade,7170107375,ekviragrapeexpor@nexora.in,buy123,Yeola,Nashik,Ekvira Grape Exports Pvt Ltd
Seema Nalawade,7548677857,shubhamcooperati2@nexora.in,buy123,Barshi,Solapur,Shubham Cooperative Sugar Karkhana
Ramesh Chavan,7484274141,annapurnaorangep@nexora.in,buy123,Umred,Nagpur,Annapurna Orange Processing Co.
Eknath Wagh,6603795628,vishwassuparitra@nexora.in,buy123,Tala,Raigad,Vishwas Supari Traders
Anjali Vhatkar,9687153480,tirupatihapusexp@nexora.in,buy123,Talasari,Palghar,Tirupati Hapus Exports Pvt Ltd
Sopan Jadhav,6184043673,tirupaticottontr2@nexora.in,buy123,Kaij,Beed,Tirupati Cotton Traders
Rekha Hande,8896886675,mulamutharicetra@nexora.in,buy123,Dhanora,Gadchiroli,Mula-Mutha Rice Traders Pvt Ltd
Chandrakant Suryawanshi,6806514033,tirupatipulsestr@nexora.in,buy123,Chakur,Latur,Tirupati Pulses Traders Pvt Ltd
Rajesh Salunkhe,8595711777,nirahapusexports@nexora.in,buy123,Chiplun,Ratnagiri,Nira Hapus Exports Pvt Ltd
Pooja Deshmukh,6021302324,marathagulbhanda@nexora.in,buy123,Shahuwadi,Kolhapur,Maratha Gul Bhandar
Bharat Borate,9977753897,ashirwadtextiles@nexora.in,buy123,Loha,Nanded,Ashirwad Textiles Pvt Ltd
Pravin Deshmukh,8588790857,nutanfoodgrainsp@nexora.in,buy123,Lakhani,Bhandara,Nutan Foodgrains Pvt Ltd
Sunita Joshi,9686705581,renukacottonmill2@nexora.in,buy123,Sillod,Chhatrapati Sambhajinagar (Aurangabad),Renuka Cotton Mills Ltd
Raghunath Ubale,7134828773,navjeevancottonm@nexora.in,buy123,Mul,Chandrapur,Navjeevan Cotton Mills Ltd
Vijay Nalawade,9241086517,vaibhavcottongin@nexora.in,buy123,Pusad,Yavatmal,Vaibhav Cotton Ginning & Pressing
Rajesh Deshmukh,6768817168,shivnericottontr@nexora.in,buy123,Mantha,Jalna,Shivneri Cotton Traders
Yogesh Nikam,9299944537,indrayanitextile2@nexora.in,buy123,Shirpur,Dhule,Indrayani Textiles Pvt Ltd
Yogesh Rane,6386680382,krishnaagrofoods@nexora.in,buy123,Talode,Nandurbar,Krishna Agro Foods Pvt Ltd
Suresh Powar,9360607104,sarthifreshgrape@nexora.in,buy123,Surgana,Nashik,Sarthi Fresh Grapes Exports
Vijay Bhosale,8404868443,jagdambaoilmills@nexora.in,buy123,Bhadgaon,Jalgaon,Jagdamba Oil Mills Pvt Ltd
Snehal Randhawa,6866700456,purnavalleyhapus@nexora.in,buy123,Sawantwadi,Sindhudurg,Purna Valley Hapus Exports Pvt Ltd
Prakash Joshi,9385581065,godavarivalleyfo2@nexora.in,buy123,Ambarnath,Thane,Godavari Valley Foodgrains Pvt Ltd
Dilip Suryawanshi,6378114673,rushikeshtextile@nexora.in,buy123,Seloo,Wardha,Rushikesh Textiles Pvt Ltd
Manisha Borate,7330763001,saiagriseedsco2@nexora.in,buy123,Ambad,Jalna,Sai Agri Seeds Co.
Sanjay Yadav,9214443872,suvarnaonionvege@nexora.in,buy123,Pune City,Pune,Suvarna Onion & Vegetable Traders
Rupali Kulkarni,7847887075,sanmanricemills2@nexora.in,buy123,Deori,Gondia,Sanman Rice Mills
Snehal Fadnavis,8765628125,vinayakcottontra@nexora.in,buy123,Akot,Akola,Vinayak Cotton Traders
Sunita Joshi,7203857792,karhacooperative@nexora.in,buy123,Paithan,Chhatrapati Sambhajinagar (Aurangabad),Karha Cooperative Sugar Karkhana
Manohar Chougule,7495582491,yashwantsantratr@nexora.in,buy123,Karanja,Wardha,Yashwant Santra Traders
Sachin Yadav,9935974139,waranaturmericpr2@nexora.in,buy123,Himayatnagar,Nanded,Warana Turmeric Processing Co.
Kalpana Fadnavis,8607835201,sanmantextilespv2@nexora.in,buy123,Pombhurna,Chandrapur,Sanman Textiles Pvt Ltd
Sarika Nikam,8489146166,khandobafoodgrai@nexora.in,buy123,Jiwati,Chandrapur,Khandoba Foodgrains Pvt Ltd
Eknath More,9428224109,manashaldiudyog2@nexora.in,buy123,Basmath,Hingoli,Manas Haldi Udyog
Seema Fadnavis,7562718250,vitthalricetrade@nexora.in,buy123,Bhadravati,Chandrapur,Vitthal Rice Traders Pvt Ltd
Gopichand Yadav,7823923917,chhatrapatisupar@nexora.in,buy123,Kudal,Sindhudurg,Chhatrapati Supari Traders
Prashant Gaikwad,6383826198,chandrasugarspvt2@nexora.in,buy123,Washi,Dharashiv (Osmanabad),Chandra Sugars Pvt Ltd
Dilip Waghmare,9140887675,girnarspicetrade@nexora.in,buy123,Mudkhed,Nanded,Girnar Spice Traders
Manisha Deshmukh,7429260120,taranganwinespvt@nexora.in,buy123,Solapur South,Solapur,Tarangan Wines Pvt Ltd
